Scenario_ID,Scenario,Method,Caliper,Max_Abs_SMD,Retention,N_Matched,RMSE,Meets_Threshold
28,"n=1000, prev=0.5, medium, strong",Fixed-0.1,0.1,0.06075398692681132,0.612194537134545,298.997,0.13701622816319906,Yes
28,"n=1000, prev=0.5, medium, strong",Fixed-0.2,0.2,0.059517382297104265,0.6210895355965954,303.341,0.13763402158075533,Yes
28,"n=1000, prev=0.5, medium, strong",Fixed-0.5,0.5,0.07556483440652498,0.6570119460125966,320.889,0.16980066191270513,Yes
28,"n=1000, prev=0.5, medium, strong",No Caliper,None,0.5213282745222494,1.0,488.561,1.3659866933086187,No
28,"n=1000, prev=0.5, medium, strong",ACS-Balance,0.644,0.08985713597923485,0.679055067277574,331.652,0.21462256020973403,Yes
28,"n=1000, prev=0.5, medium, strong",ACS-Knee,0.525,0.07883377878485891,0.6632832591873239,323.946,0.20088590096879108,Yes
28,"n=1000, prev=0.5, medium, strong",ACS-Weighted,0.949,0.13424416948369694,0.7319014734794845,357.464,0.38069786654777343,No
29,"n=1000, prev=0.5, low, weak",Fixed-0.1,0.1,0.07509998526196514,0.4578064304327942,224.367,0.13704170637036964,Yes
29,"n=1000, prev=0.5, low, weak",Fixed-0.2,0.2,0.07566753073922597,0.46851428856341576,229.616,0.13571098635045856,Yes
29,"n=1000, prev=0.5, low, weak",Fixed-0.5,0.5,0.10392515247592757,0.5193015703798959,254.51,0.13765263734000338,No
29,"n=1000, prev=0.5, low, weak",No Caliper,None,0.6901333437737346,1.0,490.214,0.5485400412737786,No
29,"n=1000, prev=0.5, low, weak",ACS-Balance,0.447,0.090244838272535,0.5097897979894644,249.847,0.1368046848788771,Yes
29,"n=1000, prev=0.5, low, weak",ACS-Knee,0.488,0.1038547407106754,0.520293820438087,254.995,0.14229142905383316,No
29,"n=1000, prev=0.5, low, weak",ACS-Weighted,0.891,0.1755786272016876,0.610473238910063,299.155,0.18748293538873642,No
30,"n=1000, prev=0.5, low, strong",Fixed-0.1,0.1,0.07574828434618688,0.4591319654761826,225.084,0.1575535276270011,Yes
30,"n=1000, prev=0.5, low, strong",Fixed-0.2,0.2,0.07635482175734455,0.4699717772252235,230.399,0.1577024892254897,Yes
30,"n=1000, prev=0.5, low, strong",Fixed-0.5,0.5,0.10526723670469756,0.5204094226369418,255.124,0.2169757781425472,No
30,"n=1000, prev=0.5, low, strong",No Caliper,None,0.6899362964720203,1.0,490.343,1.8046445700861322,No
30,"n=1000, prev=0.5, low, strong",ACS-Balance,0.437,0.09011094494477566,0.5093703596228468,249.712,0.20388695879772012,Yes
30,"n=1000, prev=0.5, low, strong",ACS-Knee,0.487,0.10612153468705528,0.5219013928943471,255.847,0.25576827006132463,No
30,"n=1000, prev=0.5, low, strong",ACS-Weighted,0.898,0.17751677612020206,0.612760530255917,300.395,0.501281538882014,No
31,"n=1000, prev=0.7, high, weak",Fixed-0.1,0.1,0.06513715122692341,0.9517819659485512,285.373,0.12108143916808306,Yes
31,"n=1000, prev=0.7, high, weak",Fixed-0.2,0.2,0.06491082063037415,0.9638050200746288,288.983,0.12089445030606043,Yes
31,"n=1000, prev=0.7, high, weak",Fixed-0.5,0.5,0.07789455294576784,0.9799094663771454,293.838,0.12290476470884948,Yes
31,"n=1000, prev=0.7, high, weak",No Caliper,None,0.35970693518804747,1.0,299.922,0.2856266871942827,No
31,"n=1000, prev=0.7, high, weak",ACS-Balance,0.598,0.0851089240772379,0.9858992159719469,295.658,0.12728471898514923,Yes
31,"n=1000, prev=0.7, high, weak",ACS-Knee,0.528,0.07971598515880939,0.9834035465964072,294.906,0.12725422809162526,Yes
31,"n=1000, prev=0.7, high, weak",ACS-Weighted,0.633,0.0877797263589082,0.9887418926508893,296.519,0.13099015487758336,Yes
32,"n=1000, prev=0.7, high, strong",Fixed-0.1,0.1,0.0647386387136434,0.9500328463569898,284.617,0.14230693065624017,Yes
32,"n=1000, prev=0.7, high, strong",Fixed-0.2,0.2,0.06359851011226819,0.9619740214541773,288.202,0.1418824110902159,Yes
32,"n=1000, prev=0.7, high, strong",Fixed-0.5,0.5,0.0777218359619845,0.978931021501461,293.3,0.16664328198436235,Yes
32,"n=1000, prev=0.7, high, strong",No Caliper,None,0.35825567064717007,1.0,299.666,0.8797430002347124,No
32,"n=1000, prev=0.7, high, strong",ACS-Balance,0.601,0.0856314062411817,0.985492212772417,295.3,0.1985428528099112,Yes
32,"n=1000, prev=0.7, high, strong",ACS-Knee,0.507,0.07701406074648003,0.9816766072259858,294.139,0.18924803851687122,Yes
32,"n=1000, prev=0.7, high, strong",ACS-Weighted,0.629,0.08696712736580123,0.9880453572624611,296.068,0.2160267180537694,Yes
33,"n=1000, prev=0.7, medium, weak",Fixed-0.1,0.1,0.07291628108818309,0.8164134753492265,244.998,0.1307192301791613,Yes
33,"n=1000, prev=0.7, medium, weak",Fixed-0.2,0.2,0.07227871913200512,0.8284541126742969,248.612,0.1294808682662935,Yes
33,"n=1000, prev=0.7, medium, weak",Fixed-0.5,0.5,0.09871982407108301,0.8710341732222987,261.411,0.1318683260361227,Yes
33,"n=1000, prev=0.7, medium, weak",No Caliper,None,0.5677936597142074,1.0,300.31,0.4492166385173089,No
33,"n=1000, prev=0.7, medium, weak",ACS-Balance,0.469,0.08976882093040009,0.8666609380835888,260.111,0.1323250635436996,Yes
33,"n=1000, prev=0.7, medium, weak",ACS-Knee,0.659,0.13376423837930213,0.8971042153014983,269.249,0.16126079944658175,No
33,"n=1000, prev=0.7, medium, weak",ACS-Weighted,0.936,0.18144619157324446,0.9465645131147028,284.172,0.1780959129252106,No
34,"n=1000, prev=0.7, medium, strong",Fixed-0.1,0.1,0.07161420689827941,0.8144396221842779,244.517,0.15199418155604505,Yes
34,"n=1000, prev=0.7, medium, strong",Fixed-0.2,0.2,0.07122491127082153,0.8262896216870341,248.073,0.1517884905227469,Yes
34,"n=1000, prev=0.7, medium, strong",Fixed-0.5,0.5,0.09810350625883693,0.8688695845371271,260.869,0.20416609104741978,Yes
34,"n=1000, prev=0.7, medium, strong",No Caliper,None,0.5695275325553288,1.0,300.426,1.4706034384170146,No
34,"n=1000, prev=0.7, medium, strong",ACS-Balance,0.476,0.09007975264486634,0.8657067323907078,259.95,0.20560710916082656,Yes
34,"n=1000, prev=0.7, medium, strong",ACS-Knee,0.633,0.1284359461754509,0.8924330609349596,268.005,0.36071023148156395,No
34,"n=1000, prev=0.7, medium, strong",ACS-Weighted,0.931,0.17925574072031772,0.9443525097837737,283.655,0.458760814783812,No
35,"n=1000, prev=0.7, low, weak",Fixed-0.1,0.1,0.08615279122625913,0.6354544979677847,190.42,0.14721575487753177,Yes
35,"n=1000, prev=0.7, low, weak",Fixed-0.2,0.2,0.08578985500972361,0.6505239413636993,194.937,0.14529300774683543,Yes
35,"n=1000, prev=0.7, low, weak",Fixed-0.5,0.5,0.12453681456464537,0.719349276234688,215.567,0.15109577555869755,No
35,"n=1000, prev=0.7, low, weak",No Caliper,None,0.7412816534075526,1.0,299.85,0.5848006169769754,No
35,"n=1000, prev=0.7, low, weak",ACS-Balance,0.355,0.09152152247589568,0.6846866070419695,205.196,0.14736048546350455,Yes
35,"n=1000, prev=0.7, low, weak",ACS-Knee,0.694,0.18905458869272004,0.7729551526764095,231.516,0.21232846206124295,No
35,"n=1000, prev=0.7, low, weak",ACS-Weighted,1.129,0.2977832274776544,0.8961121029339956,268.616,0.2652402038395736,No
36,"n=1000, prev=0.7, low, strong",Fixed-0.1,0.1,0.08491659068205454,0.6348596071696713,189.987,0.1705108666489816,Yes
36,"n=1000, prev=0.7, low, strong",Fixed-0.2,0.2,0.08599325481650642,0.6497659144186178,194.447,0.17145714618685426,Yes
36,"n=1000, prev=0.7, low, strong",Fixed-0.5,0.5,0.12515930248712248,0.7190826286367855,215.205,0.25281837393560486,No
36,"n=1000, prev=0.7, low, strong",No Caliper,None,0.7438802802947763,1.0,299.488,1.919279290763755,No
36,"n=1000, prev=0.7, low, strong",ACS-Balance,0.354,0.09225569590001684,0.6838416913092633,204.686,0.2059365901291117,Yes
36,"n=1000, prev=0.7, low, strong",ACS-Knee,0.681,0.18595838960341635,0.7705548807311114,230.536,0.5523030839256056,No
36,"n=1000, prev=0.7, low, strong",ACS-Weighted,1.124,0.2972833522737352,0.8954069346769826,268.085,0.7741483868597697,No
37,"n=2000, prev=0.3, high, weak",Fixed-0.1,0.1,0.04566195900969313,0.9620055859501015,577.266,0.08450822900282662,Yes
37,"n=2000, prev=0.3, high, weak",Fixed-0.2,0.2,0.04506982707592689,0.9692803159865442,581.635,0.08410064625233252,Yes
37,"n=2000, prev=0.3, high, weak",Fixed-0.5,0.5,0.04510402609067286,0.9803543115845287,588.292,0.08364948122540676,Yes
37,"n=2000, prev=0.3, high, weak",No Caliper,None,0.05157306472423043,1.0,600.149,0.08416014306266766,Yes
37,"n=2000, prev=0.3, high, weak",ACS-Balance,1.704,0.051122836615002665,0.9994975623178355,599.843,0.084071804451141,Yes
37,"n=2000, prev=0.3, high, weak",ACS-Knee,0.908,0.043595946639480694,0.98772896913036,592.746,0.08356178844999425,Yes
37,"n=2000, prev=0.3, high, weak",ACS-Weighted,1.107,0.044414363691184,0.9916308870160757,595.094,0.08374853019174042,Yes
38,"n=2000, prev=0.3, high, strong",Fixed-0.1,0.1,0.045063749664194123,0.9634863218412817,577.264,0.10116677653316661,Yes
38,"n=2000, prev=0.3, high, strong",Fixed-0.2,0.2,0.04448354635910918,0.9708425735280191,581.674,0.10067215026337811,Yes
38,"n=2000, prev=0.3, high, strong",Fixed-0.5,0.5,0.044298489795181105,0.9812915937195997,587.947,0.10097230668344184,Yes
38,"n=2000, prev=0.3, high, strong",No Caliper,None,0.05010831551077109,1.0,599.213,0.11527813604067987,Yes
38,"n=2000, prev=0.3, high, strong",ACS-Balance,1.673,0.04968274178857831,0.9994765199668206,598.895,0.1142154793488461,Yes
38,"n=2000, prev=0.3, high, strong",ACS-Knee,0.944,0.043140322942006426,0.9893652363106433,592.8,0.10495121559300814,Yes
38,"n=2000, prev=0.3, high, strong",ACS-Weighted,1.103,0.04354113725073187,0.9922509483580253,594.539,0.10703838330862826,Yes
39,"n=2000, prev=0.3, medium, weak",Fixed-0.1,0.1,0.05046327853581955,0.8254754681287259,495.541,0.09252916320781426,Yes
39,"n=2000, prev=0.3, medium, weak",Fixed-0.2,0.2,0.050251033748186506,0.8338118429506686,500.545,0.09179726647583761,Yes
39,"n=2000, prev=0.3, medium, weak",Fixed-0.5,0.5,0.05567940875856358,0.8668337880799597,520.388,0.09199726240301913,Yes
39,"n=2000, prev=0.3, medium, weak",No Caliper,None,0.15451793838275008,1.0,600.525,0.13860751004557445,No
39,"n=2000, prev=0.3, medium, weak",ACS-Balance,1.057,0.08756775017914743,0.9274997525114476,556.792,0.10206830908834526,Yes
39,"n=2000, prev=0.3, medium, weak",ACS-Knee,0.622,0.06038229446656031,0.8815499823635677,529.176,0.09451321613887559,Yes
39,"n=2000, prev=0.3, medium, weak",ACS-Weighted,0.930,0.07511698977700523,0.915998482374385,549.957,0.10011692071707902,Yes
40,"n=2000, prev=0.3, medium, strong",Fixed-0.1,0.1,0.049966374940179845,0.8255677544767173,495.185,0.1083817095604644,Yes
40,"n=2000, prev=0.3, medium, strong",Fixed-0.2,0.2,0.049284161181519036,0.8340595427054165,500.28,0.10852102164206608,Yes
40,"n=2000, prev=0.3, medium, strong",Fixed-0.5,0.5,0.05508541948436964,0.8671923935713762,520.161,0.11997931030607213,Yes
40,"n=2000, prev=0.3, medium, strong",No Caliper,None,0.15305095571164187,1.0,600.001,0.381792801015352,No
40,"n=2000, prev=0.3, medium, strong",ACS-Balance,1.053,0.08714710420316085,0.9287734738912908,557.102,0.2032392610831889,Yes
40,"n=2000, prev=0.3, medium, strong",ACS-Knee,0.624,0.05969466605041321,0.8821171227025782,529.135,0.1482183559696052,Yes
40,"n=2000, prev=0.3, medium, strong",ACS-Weighted,0.925,0.07386012443861073,0.9163363538089268,549.691,0.19167761804833783,Yes
41,"n=2000, prev=0.3, low, weak",Fixed-0.1,0.1,0.0594207362843146,0.6424587611129479,384.901,0.10472555646393808,Yes
41,"n=2000, prev=0.3, low, weak",Fixed-0.2,0.2,0.058603254100443446,0.6552175221038606,392.55,0.10327829106523159,Yes
41,"n=2000, prev=0.3, low, weak",Fixed-0.5,0.5,0.07830869495936456,0.7135395919851366,427.508,0.1042266653417424,Yes
41,"n=2000, prev=0.3, low, weak",No Caliper,None,0.31464236997928047,1.0,599.352,0.25012856243113324,No
41,"n=2000, prev=0.3, low, weak",ACS-Balance,0.617,0.09005557918061381,0.7402994716749219,443.528,0.10985768887407836,Yes
41,"n=2000, prev=0.3, low, weak",ACS-Knee,0.505,0.08021672539852218,0.7173027792727271,429.743,0.10752785554199003,Yes
41,"n=2000, prev=0.3, low, weak",ACS-Weighted,0.876,0.12183572492947159,0.798876489706543,478.627,0.1288347367893303,No
42,"n=2000, prev=0.3, low, strong",Fixed-0.1,0.1,0.059925973698839306,0.6413816052559316,384.588,0.12098916492563058,Yes
42,"n=2000, prev=0.3, low, strong",Fixed-0.2,0.2,0.05986976576356377,0.6542287315878625,392.291,0.12136900675539702,Yes
42,"n=2000, prev=0.3, low, strong",Fixed-0.5,0.5,0.08027332725715844,0.7127467234459505,427.387,0.16522479708301208,Yes
42,"n=2000, prev=0.3, low, strong",No Caliper,None,0.3147460638395748,1.0,599.815,0.7969551763449393,No
42,"n=2000, prev=0.3, low, strong",ACS-Balance,0.610,0.09045667978780439,0.7379550012113527,442.514,0.20455822666702989,Yes
42,"n=2000, prev=0.3, low, strong",ACS-Knee,0.509,0.08206256715446814,0.717211616759652,430.01,0.19690789000900238,Yes
42,"n=2000, prev=0.3, low, strong",ACS-Weighted,0.878,0.12393662616958903,0.7985705838604333,478.862,0.3297668522901724,No
43,"n=2000, prev=0.5, high, weak",Fixed-0.1,0.1,0.031135925862231455,0.7836858570859936,769.898,0.07394966993665608,Yes
43,"n=2000, prev=0.5, high, weak",Fixed-0.2,0.2,0.03097331656022933,0.7900055061110811,776.107,0.07384839748848618,Yes
43,"n=2000, prev=0.5, high, weak",Fixed-0.5,0.5,0.03960652905666122,0.8106649741223623,796.406,0.07458397382129303,Yes
43,"n=2000, prev=0.5, high, weak",No Caliper,None,0.30109979446784413,1.0,982.574,0.24523380640008044,No
43,"n=2000, prev=0.5, high, weak",ACS-Balance,0.996,0.08087659262717584,0.8579446905192332,842.857,0.08989332258117767,Yes
43,"n=2000, prev=0.5, high, weak",ACS-Knee,0.495,0.0393444530502999,0.8119927573531343,797.709,0.07628642169505662,Yes
43,"n=2000, prev=0.5, high, weak",ACS-Weighted,0.948,0.07294953735258031,0.8541074524728887,839.086,0.09174160464641169,Yes
44,"n=2000, prev=0.5, high, strong",Fixed-0.1,0.1,0.03083766856029874,0.7837785320362994,769.713,0.0847529918867741,Yes
44,"n=2000, prev=0.5, high, strong",Fixed-0.2,0.2,0.030734332915018557,0.7900936227779509,775.913,0.08473498334850119,Yes
44,"n=2000, prev=0.5, high, strong",Fixed-0.5,0.5,0.039436260588111366,0.811019636747435,796.465,0.09947997485414134,Yes
44,"n=2000, prev=0.5, high, strong",No Caliper,None,0.3005808878553529,1.0,982.195,0.7908520932144341,No
44,"n=2000, prev=0.5, high, strong",ACS-Balance,0.996,0.08057347288160858,0.8584397789214371,843.033,0.20271978347578581,Yes
44,"n=2000, prev=0.5, high, strong",ACS-Knee,0.501,0.040086479879766844,0.8128267219620833,798.251,0.11432459070734857,Yes
44,"n=2000, prev=0.5, high, strong",ACS-Weighted,0.972,0.07527600767314879,0.8569099471737953,841.523,0.21833615187786826,Yes
45,"n=2000, prev=0.5, medium, weak",Fixed-0.1,0.1,0.0426277897730858,0.6137797591429729,604.071,0.08291528645673817,Yes
45,"n=2000, prev=0.5, medium, weak",Fixed-0.2,0.2,0.043515946160962556,0.6211818232876499,611.356,0.08234270811072732,Yes
45,"n=2000, prev=0.5, medium, weak",Fixed-0.5,0.5,0.06334090247853714,0.6564310499928158,646.048,0.08462184358232064,Yes
45,"n=2000, prev=0.5, medium, weak",No Caliper,None,0.507458760354688,1.0,984.317,0.4140614675494248,No
45,"n=2000, prev=0.5, medium, weak",ACS-Balance,0.718,0.09055732615470939,0.6901069978488557,679.196,0.09584687996670864,Yes
45,"n=2000, prev=0.5, medium, weak",ACS-Knee,0.436,0.05805298259541733,0.6501454624357381,639.889,0.0870317843528692,Yes
45,"n=2000, prev=0.5, medium, weak",ACS-Weighted,0.924,0.12172459935500922,0.7260905024805939,714.573,0.12401695278865785,No
46,"n=2000, prev=0.5, medium, strong",Fixed-0.1,0.1,0.042775201689175466,0.6133552835407943,603.345,0.0974145221157521,Yes
46,"n=2000, prev=0.5, medium, strong",Fixed-0.2,0.2,0.04364259979860689,0.6207904610293705,610.66,0.09755418614936544,Yes
46,"n=2000, prev=0.5, medium, strong",Fixed-0.5,0.5,0.06345217593468883,0.6558670608560055,645.166,0.13777886150308116,Yes
46,"n=2000, prev=0.5, medium, strong",No Caliper,None,0.5106120647727426,1.0,983.833,1.375500519040175,No
46,"n=2000, prev=0.5, medium, strong",ACS-Balance,0.714,0.09060815093710868,0.6887845304899524,677.544,0.21495658600571405,Yes
46,"n=2000, prev=0.5, medium, strong",ACS-Knee,0.442,0.05985149954142167,0.6508811167253481,640.275,0.15001439439128456,Yes
46,"n=2000, prev=0.5, medium, strong",ACS-Weighted,0.934,0.12429651543715006,0.7271362082834405,715.263,0.35442070079045135,No
47,"n=2000, prev=0.5, low, weak",Fixed-0.1,0.1,0.052819938272024136,0.45995698534975005,453.553,0.09740626100588343,Yes
47,"n=2000, prev=0.5, low, weak",Fixed-0.2,0.2,0.05450369213888046,0.4699861168175573,463.443,0.09709088768208311,Yes
47,"n=2000, prev=0.5, low, weak",Fixed-0.5,0.5,0.0891414886373723,0.5196483914682011,512.415,0.1031860136663033,Yes
47,"n=2000, prev=0.5, low, weak",No Caliper,None,0.677322914304487,1.0,986.194,0.5463948244350489,No
47,"n=2000, prev=0.5, low, weak",ACS-Balance,0.515,0.08963397181210188,0.5229852067778501,515.709,0.10413815778281299,Yes
47,"n=2000, prev=0.5, low, weak",ACS-Knee,0.413,0.07787885050306777,0.5063271755734957,499.275,0.10385776439063035,Yes
47,"n=2000, prev=0.5, low, weak",ACS-Weighted,0.854,0.15962516119982176,0.6009381854994192,592.586,0.1587720016286594,No
48,"n=2000, prev=0.5, low, strong",Fixed-0.1,0.1,0.05296382511040025,0.4587769810563083,452.219,0.11220376552048003,Yes
48,"n=2000, prev=0.5, low, strong",Fixed-0.2,0.2,0.053894134603150165,0.46890608611184403,462.204,0.11403625146128467,Yes
48,"n=2000, prev=0.5, low, strong",Fixed-0.5,0.5,0.08932219711885923,0.5191788349152145,511.762,0.19025406308124823,Yes
48,"n=2000, prev=0.5, low, strong",No Caliper,None,0.6758212337122745,1.0,985.838,1.8131766542529661,No
48,"n=2000, prev=0.5, low, strong",ACS-Balance,0.511,0.08914606264752657,0.5217880459560023,514.335,0.19888467011569066,Yes
48,"n=2000, prev=0.5, low, strong",ACS-Knee,0.416,0.07766122550912145,0.506249130865597,498.985,0.1923885907236277,Yes
48,"n=2000, prev=0.5, low, strong",ACS-Weighted,0.851,0.15865846025502103,0.6001503342193788,591.588,0.4614041847530572,No
49,"n=2000, prev=0.7, high, weak",Fixed-0.1,0.1,0.04539994706766939,0.963228464883504,577.302,0.08336383500288227,Yes
49,"n=2000, prev=0.7, high, weak",Fixed-0.2,0.2,0.045781659995680096,0.9706098229487352,581.73,0.08274521437801265,Yes
49,"n=2000, prev=0.7, high, weak",Fixed-0.5,0.5,0.06187880962326665,0.9837033387540909,589.592,0.0866193743929255,Yes
49,"n=2000, prev=0.7, high, weak",No Caliper,None,0.3324107465079186,1.0,599.418,0.26694168721924316,No
49,"n=2000, prev=0.7, high, weak",ACS-Balance,0.739,0.08676228320573227,0.9934499926280663,595.472,0.098191075690341,Yes
49,"n=2000, prev=0.7, high, weak",ACS-Knee,0.523,0.06520823492886509,0.9857282433034003,590.835,0.09245569321230593,Yes
49,"n=2000, prev=0.7, high, weak",ACS-Weighted,0.629,0.07369475838403854,0.9909018311483021,593.953,0.09556025406450683,Yes
50,"n=2000, prev=0.7, high, strong",Fixed-0.1,0.1,0.04554570016106242,0.9626261663020529,578.239,0.10110667615335357,Yes
50,"n=2000, prev=0.7, high, strong",Fixed-0.2,0.2,0.04542923528075177,0.9700053945000586,582.676,0.10188891292049128,Yes
50,"n=2000, prev=0.7, high, strong",Fixed-0.5,0.5,0.061876893544164854,0.983171265079304,590.598,0.13443870622454246,Yes
50,"n=2000, prev=0.7, high, strong",No Caliper,None,0.33600364547327405,1.0,600.763,0.8619889624764984,No
50,"n=2000, prev=0.7, high, strong",ACS-Balance,0.730,0.08651205083676974,0.9928123548143756,596.421,0.20549645921315166,Yes
50,"n=2000, prev=0.7, high, strong",ACS-Knee,0.521,0.06500804469903569,0.9852341006378079,591.851,0.16730046188407752,Yes
50,"n=2000, prev=0.7, high, strong",ACS-Weighted,0.640,0.07590746545545708,0.9911024333803093,595.406,0.19531142492837505,Yes
51,"n=2000, prev=0.7, medium, weak",Fixed-0.1,0.1,0.050485253063263125,0.825699649135424,495.02,0.09232197698072733,Yes
51,"n=2000, prev=0.7, medium, weak",Fixed-0.2,0.2,0.05223849589740897,0.8347544510987802,500.448,0.09185472218267275,Yes
51,"n=2000, prev=0.7, medium, weak",Fixed-0.5,0.5,0.08243118022429355,0.8755291598380772,524.91,0.09841386144898424,Yes
51,"n=2000, prev=0.7, medium, weak",No Caliper,None,0.5473688469672607,1.0,599.684,0.4400999257626274,No
51,"n=2000, prev=0.7, medium, weak",ACS-Balance,0.552,0.08957772743258785,0.8844359507240206,530.272,0.10275102999190523,Yes
51,"n=2000, prev=0.7, medium, weak",ACS-Knee,0.620,0.11737558294532506,0.8934134120708491,535.755,0.13748048666605203,No
51,"n=2000, prev=0.7, medium, weak",ACS-Weighted,0.936,0.17065146806378093,0.9493549181801769,569.255,0.15346572596952918,No
52,"n=2000, prev=0.7, medium, strong",Fixed-0.1,0.1,0.05013158209164518,0.8260525280591374,494.456,0.10555184086214313,Yes
52,"n=2000, prev=0.7, medium, strong",Fixed-0.2,0.2,0.0515385613847192,0.834982361351148,499.8,0.10853107951670564,Yes
52,"n=2000, prev=0.7, medium, strong",Fixed-0.5,0.5,0.08238930045353743,0.875470718510777,524.048,0.17575599477351234,Yes
52,"n=2000, prev=0.7, medium, strong",No Caliper,None,0.5447582077423355,1.0,598.763,1.4544714317176146,No
52,"n=2000, prev=0.7, medium, strong",ACS-Balance,0.553,0.08951028135787313,0.8844471859886879,529.453,0.2035816656689757,Yes
52,"n=2000, prev=0.7, medium, strong",ACS-Knee,0.610,0.11597145794552027,0.8921628790313804,534.084,0.3742016922367691,No
52,"n=2000, prev=0.7, medium, strong",ACS-Weighted,0.933,0.1698052438691894,0.9488369417627505,568.054,0.4355660976262159,No
53,"n=2000, prev=0.7, low, weak",Fixed-0.1,0.1,0.060749455545032964,0.6399157183351037,383.989,0.10579579526388232,Yes
53,"n=2000, prev=0.7, low, weak",Fixed-0.2,0.2,0.06259730530229683,0.6538047277039416,392.322,0.10470984688333017,Yes
53,"n=2000, prev=0.7, low, weak",Fixed-0.5,0.5,0.1075167987303095,0.721688280539946,433.056,0.11399525013915668,No
53,"n=2000, prev=0.7, low, weak",No Caliper,None,0.7202497618590931,1.0,600.259,0.577905010441061,No
53,"n=2000, prev=0.7, low, weak",ACS-Balance,0.433,0.09050155281876025,0.7048020919513193,422.94,0.10979537156656147,Yes
53,"n=2000, prev=0.7, low, weak",ACS-Knee,0.717,0.18637920572308717,0.7816878572933844,468.918,0.20524025297737264,No
53,"n=2000, prev=0.7, low, weak",ACS-Weighted,1.155,0.29624614672801686,0.9046663223810196,543.036,0.2487202374001091,No
54,"n=2000, prev=0.7, low, strong",Fixed-0.1,0.1,0.05989059351378789,0.6415269770283161,384.62,0.12146891888243638,Yes
54,"n=2000, prev=0.7, low, strong",Fixed-0.2,0.2,0.0628092756632727,0.6551716236155744,392.8,0.12415078762668373,Yes
54,"n=2000, prev=0.7, low, strong",Fixed-0.5,0.5,0.10830011872872403,0.7232199860681499,433.601,0.2282987240996444,No
54,"n=2000, prev=0.7, low, strong",No Caliper,None,0.7203383926196272,1.0,599.732,1.9184318433087022,No
54,"n=2000, prev=0.7, low, strong",ACS-Balance,0.428,0.09031290847053972,0.7051856725231068,422.796,0.19639098337506547,Yes
54,"n=2000, prev=0.7, low, strong",ACS-Knee,0.704,0.18310002027432243,0.779482368555629,467.16,0.6045167969150966,No
54,"n=2000, prev=0.7, low, strong",ACS-Weighted,1.161,0.2981084525032185,0.9067978899626183,543.788,0.7967751611702063,No
